Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-03-01,96.19791666666667,315.7604166666667,189.82569444444445,92.4236111111111,205.3201388888889,39.36111111111111,29.99673913043478,1.6961805555555556,16.21875,,,,,,,20.006249999999998,55.42083333333333,1.2760416666666667,68.78125,,0.0,55.681250000000006,972.7020833333332,
2023-03-02,104.46180555555556,302.1041666666667,115.26923076923077,97.78653846153846,145.99615384615385,44.59743589743589,23.194907407407406,1.4795138888888888,16.516319444444445,,,,,,,20.68263888888889,57.64756944444445,0.8829861111111111,180.49305555555554,,0.0,59.215624999999996,972.8392361111111,
2023-03-03,69.29166666666667,206.88541666666666,106.54479166666665,72.65104166666667,125.50833333333333,35.334375,28.047222222222224,1.467013888888889,17.209374999999998,,,,,,,21.290625000000002,55.82395833333334,1.3625,244.4375,,0.0,59.78229166666667,972.7916666666666,
2023-03-04,57.572916666666664,270.28125,92.24479166666667,70.52916666666667,112.73472222222222,27.902430555555554,,1.4048611111111111,17.993750000000002,,,,,,,20.554166666666667,56.25,1.5135416666666668,231.36458333333334,,0.0,58.11145833333333,972.6854166666667,
2023-03-05,69.78125,229.55208333333334,91.76145833333334,68.41145833333333,111.19687499999999,27.55,,1.5,19.008333333333333,,,,,,,21.257291666666667,56.50104166666667,1.559375,234.07291666666666,,0.0,60.630208333333336,972.7572916666667,
2023-03-06,70.98958333333333,232.5909090909091,103.78541666666666,77.14583333333333,125.58749999999999,27.085416666666664,,1.5114583333333333,21.604166666666668,,,,,,,20.904166666666665,56.58229166666666,1.2708333333333333,240.4375,,0.0,61.28229166666667,972.7677083333333,
2023-03-07,103.33333333333333,289.15625,154.0431818181818,98.51770833333335,175.6875,30.82604166666667,,1.6378787878787877,20.054166666666667,,,,,,,21.083333333333332,55.47604166666667,0.93125,187.125,,0.0,60.770833333333336,972.8104166666667,
2023-03-08,161.49652777777777,358.2916666666667,124.72826086956522,69.05729166666667,138.8445652173913,37.154545454545456,,1.5928030303030303,27.811458333333334,,,,,,,20.900000000000002,57.229166666666664,1.0531249999999999,149.79166666666666,,0.0,61.33229166666666,972.8270833333332,
2023-03-09,61.4375,178.30208333333334,87.09583333333335,72.00729166666666,109.28854166666667,31.6375,,1.5996527777777778,22.3625,,,,,,,21.620833333333334,54.44479166666667,1.0260416666666667,202.65625,,0.0,58.793749999999996,972.6125000000001,
2023-03-10,108.35416666666667,271.7604166666667,139.70208333333332,84.86770833333334,159.03333333333333,33.411458333333336,,1.765625,19.845833333333335,,,,,,,21.123958333333334,60.87916666666666,1.0583333333333333,259.6145833333333,,0.0,61.01458333333333,973.0197916666666,
2023-03-11,131.05208333333334,320.3854166666667,181.54166666666666,88.72708333333333,195.11145833333333,24.678124999999998,,2.020138888888889,18.537499999999998,,,,,,,21.269791666666666,57.278124999999996,0.9447916666666667,161.78125,,0.0,60.79895833333333,973.1177083333333,
2023-03-12,127.66666666666667,394.1145833333333,140.17142857142858,88.94479166666667,176.15227272727273,32.994791666666664,,2.08015873015873,24.245833333333334,,,,,,,21.719791666666666,53.51666666666667,0.9802083333333332,84.26041666666667,,0.0,59.94166666666666,972.821875,
2023-03-13,129.27083333333334,381.8020833333333,169.37246376811595,99.13958333333333,206.08854166666666,41.453571428571436,20.678333333333335,1.9274305555555555,21.144791666666666,,,,,,,22.103125000000002,55.87708333333333,0.9135416666666667,148.80208333333334,,0.0,59.99270833333333,972.8760416666668,
2023-03-14,110.34375,334.09375,162.7878472222222,96.76354166666665,187.3708333333333,40.38787878787878,24.334722222222222,2.178472222222222,20.289583333333333,,,,,,,22.176041666666666,57.98333333333333,1.2479166666666666,203.17708333333334,,0.0,60.223958333333336,972.9322916666666,
2023-03-15,164.78819444444443,481.2604166666667,172.37386363636364,106.69791666666667,200.0496212121212,39.26159420289855,32.746180555555554,1.590625,54.97777777777778,,,,,,,22.036458333333332,57.84270833333333,0.9989583333333334,120.30208333333333,,0.0,59.33229166666666,972.9718750000001,
2023-03-16,120.375,321.8645833333333,75.09791666666666,72.33333333333333,99.6875,31.547916666666666,22.025000000000002,1.1195652173913044,38.744791666666664,,,,,,,22.313541666666666,49.606249999999996,1.5260416666666667,89.57291666666667,,0.0,58.22083333333333,972.553125,
2023-03-17,105.02083333333333,274.0416666666667,48.104166666666664,69.56666666666666,76.22083333333333,35.478125,27.259375000000002,1.70625,27.647916666666664,,,,,,,21.058333333333334,54.640625,1.5062499999999999,111.61458333333333,,0.0,58.72708333333333,972.5875,
2023-03-18,67.09375,127.71875,35.067708333333336,59.92395833333333,60.46041666666667,40.670833333333334,23.822916666666668,1.6354166666666667,21.733333333333334,,,,,,,18.07916666666667,77.35625,1.9124999999999999,74.35416666666667,,0.0,44.338541666666664,974.2125,
2023-03-19,108.65625,258.7708333333333,100.51666666666667,70.378125,119.38333333333333,39.24930555555556,28.34375,2.377083333333333,33.33645833333333,,,,,,,19.060416666666665,74.99583333333334,0.8510416666666667,79.36458333333333,,0.0,59.291666666666664,974.0270833333334,
2023-03-20,103.05208333333333,264.5833333333333,62.48030303030303,58.31098484848485,81.95454545454545,29.104583333333334,27.634523809523813,2.5375,30.217708333333334,,,,,,,18.994097222222223,76.73368055555555,1.721875,110.53819444444444,,0.0,61.00104166666667,974.0295138888888,
2023-03-21,68.85069444444444,159.77430555555557,61.418749999999996,53.824999999999996,78.68854166666667,27.15416666666667,26.655208333333334,1.89375,24.994791666666668,,,,,,,18.153125,77.27395833333334,1.0760416666666666,98.60416666666667,,0.0,62.81979166666667,974.2729166666667,
2023-03-22,99.125,263.0416666666667,109.64687500000001,76.64999999999999,130.16041666666666,27.442708333333332,26.59340277777778,2.4031249999999997,30.764583333333334,,,,,,,19.439583333333335,71.11770833333334,0.984375,111.32291666666667,,0.0,63.82604166666667,973.7416666666667,
2023-03-23,121.90972222222223,282.0208333333333,141.19375,75.11875,154.94027777777777,28.204166666666666,27.552777777777777,2.7299242424242425,18.193749999999998,,,,,,,20.565625,63.14479166666667,1.0145833333333334,199.11458333333334,,0.0,64.259375,973.2375000000001,
2023-03-24,127.63541666666667,247.79166666666666,79.32916666666667,66.24895833333333,99.90833333333335,34.740625,28.68576388888889,2.93125,26.89021739130435,,,,,,,19.817708333333332,69.465625,1.7541666666666667,138.30208333333334,,0.0,60.00625,973.6385416666667,
2023-03-25,52.12847222222222,144.63541666666666,76.86597222222223,53.237500000000004,92.39861111111111,31.254166666666666,28.273958333333336,2.4136363636363636,21.733333333333334,,,,,,,20.241666666666667,68.11041666666667,2.2802083333333334,101.86458333333333,,0.0,65.378125,973.5822916666666,
2023-03-26,102.59027777777777,226.5,74.06041666666667,71.60000000000001,98.48958333333333,28.753124999999997,29.0,2.7781249999999997,19.0,,,,,,,21.103125000000002,56.479166666666664,1.5083333333333335,174.58333333333334,,0.0,65.1125,972.8447916666668,
2023-03-27,82.10763888888889,169.5625,92.06145833333333,72.90208333333334,113.81770833333333,27.32777777777778,21.995289855072464,3.0968750000000003,19.864583333333332,,,,,,,20.70347222222222,58.14131944444444,1.3677083333333335,204.5625,,0.0,65.62916666666666,972.8590277777777,
2023-03-28,81.77083333333333,205.04166666666666,114.57013888888889,86.56145833333333,141.021875,28.0,17.079513888888886,3.4055555555555554,19.702083333333334,,,,,,,21.195833333333333,54.646875,1.1239583333333334,143.5,,0.0,64.49375,972.6291666666666,
2023-03-29,124.08333333333333,291.96875,102.09375,94.26354166666665,133.61423611111113,28.39340277777778,19.235416666666666,3.6829166666666664,26.425,,,,,,,21.711458333333336,53.58958333333334,1.2385416666666667,101.44791666666667,,0.0,62.77916666666667,972.5885416666666,
2023-03-30,99.1875,245.55208333333334,76.88784722222222,69.63125000000001,102.296875,36.407291666666666,13.340972222222222,3.7409090909090907,30.304166666666664,,,,,,,20.807291666666668,62.13333333333333,1.6333333333333335,146.96875,,0.0,55.302083333333336,973.203125,
2023-03-31,43.489583333333336,82.40625,42.91041666666667,52.84166666666667,63.08229166666666,32.76770833333333,16.900000000000002,3.731521739130435,22.78125,,,,,,,18.791666666666668,74.35729166666667,1.3083333333333333,104.84375,,0.0,62.64479166666666,974.0500000000001,
2023-04-01,54.454861111111114,136.02083333333334,52.74166666666667,58.677083333333336,74.2,26.191666666666666,17.681597222222223,3.824621212121212,25.589583333333334,,,,,,,19.304166666666667,69.67291666666667,1.5250000000000001,105.86458333333333,,0.0,63.32708333333333,973.6843749999999,
2023-04-02,93.22569444444444,260.0520833333333,139.80416666666667,76.24479166666667,158.33263888888888,24.57604166666667,18.898263888888888,4.225595238095238,26.188541666666666,,,,,,,20.664583333333333,63.84270833333333,1.3041666666666667,188.66666666666666,,0.0,65.28333333333333,973.2791666666667,
2023-04-03,143.61458333333334,315.71875,106.78854166666667,75.35833333333333,127.12604166666667,34.496874999999996,13.208695652173914,4.131666666666667,25.06309523809524,,,,,,,21.476041666666664,60.76979166666666,1.3427083333333334,149.97916666666666,,0.0,64.49895833333333,973.0739583333334,
2023-04-04,71.46180555555556,189.14583333333334,84.52499999999999,66.66041666666666,104.38020833333333,29.898958333333336,18.260416666666668,4.282407407407407,19.119791666666668,,,,,,,21.177083333333332,58.80625,1.5854166666666665,159.3125,,0.0,63.88645833333334,972.9458333333333,
2023-04-05,72.30902777777779,196.09375,103.6935606060606,80.06979166666666,126.97727272727273,23.171180555555555,24.584722222222222,4.367307692307692,19.337500000000002,,,,,,,21.873958333333334,49.699999999999996,1.2437500000000001,200.10416666666666,,0.0,66.184375,972.43125,
2023-04-06,48.173611111111114,145.07291666666666,95.46249999999999,69.00208333333333,114.52499999999999,22.58020833333333,16.98472222222222,4.432738095238095,20.121875,,,,,,,22.325,45.00625,1.5875000000000001,208.55208333333334,,0.0,65.440625,972.1281250000001,
2023-04-07,52.989583333333336,154.08333333333334,115.49513888888889,70.70416666666667,132.87916666666666,19.41875,20.622222222222224,4.310833333333333,22.136458333333334,,,,,,,22.772916666666664,42.678125,1.3864583333333333,203.72916666666666,,0.0,65.85625,972.0854166666667,
2023-04-08,81.16666666666667,201.39583333333334,141.3526515151515,92.24791666666665,162.34734848484848,20.658680555555556,18.768402777777776,4.4125000000000005,21.690625,,,,,,,22.854166666666668,39.953125,1.1510416666666667,185.55208333333334,,0.0,65.40104166666667,972.0458333333332,
2023-04-09,152.08333333333334,324.375,217.47121212121212,102.33749999999999,233.57651515151517,28.280208333333334,20.226388888888888,,21.441666666666666,,,,,,,22.743750000000002,43.525,0.9989583333333333,154.23958333333334,,0.0,65.01458333333333,972.4812499999999,
2023-04-10,136.82291666666666,340.5520833333333,203.91022727272727,109.38229166666667,222.4193181818182,30.404166666666665,17.711805555555554,3.3333333333333335,21.38854166666667,,,,,,,22.962500000000002,42.19583333333333,1.0406250000000001,236.78125,,0.0,64.79791666666667,972.4239583333333,
2023-04-11,160.35763888888889,330.4583333333333,227.86909722222222,105.6125,245.89166666666665,33.489583333333336,22.058680555555554,2.638541666666667,19.934375,,,,,,,23.795833333333334,42.58229166666667,1.2510416666666666,239.61458333333334,,0.0,64.26666666666667,972.5541666666667,
2023-04-12,100.875,257.2604166666667,159.11354166666666,84.75,178.18263888888887,28.496527777777775,22.830902777777776,2.578125,19.514583333333334,,,,,,,24.407291666666666,41.14270833333333,1.5364583333333333,241.3125,,0.0,64.715625,972.69375,
2023-04-13,109.05208333333333,285.9479166666667,194.95072463768116,93.2673611111111,223.26250000000002,28.643402777777776,19.199305555555558,3.092013888888889,19.476041666666667,,,,,,,24.83125,40.46527777777778,1.115625,232.90625,,0.0,64.52777777777779,972.2590277777778,
2023-04-14,118.01041666666667,277.3645833333333,215.20303030303032,112.56770833333333,235.08068181818183,33.96111111111111,16.720833333333335,2.8039855072463773,14.82017543859649,,,,,,,25.04444444444444,39.373958333333334,0.9857638888888888,197.0347222222222,,0.0,65.05694444444445,972.2902777777778,
2023-04-15,147.02083333333334,342.5416666666667,233.5344696969697,142.65729166666668,252.74007936507937,42.70763888888889,23.26195652173913,2.9537878787878786,23.299999999999997,,,,,,,28.075,38.623958333333334,0.8427083333333334,137.69791666666666,,0.0,63.66354166666667,972.2781249999999,
2023-04-16,121.625,355.7604166666667,194.47954545454547,117.85000000000001,241.02951388888889,46.62301587301587,32.75694444444444,2.4815972222222222,24.05,,,,,,,34.686458333333334,40.08645833333333,1.0385416666666667,154.22916666666666,,0.0,62.95416666666667,972.3614583333333,
2023-04-17,132.25,383.03125,145.16071428571428,101.9296875,198.78777777777776,51.44895833333334,31.557291666666668,2.1475,34.40637254901961,,,,,,,35.184374999999996,41.016666666666666,0.8937499999999999,103.32291666666667,,0.0,64.24270833333334,972.2375000000001,
2023-04-18,116.80434782608695,390.3020833333333,169.11875,149.00833333333333,202.5875,48.14791666666667,14.642361111111112,1.4795454545454545,32.339930555555554,,,,,,,35.56423611111111,42.67638888888889,1.1190972222222222,176.36458333333334,,0.0,63.93819444444444,972.171875,
2023-04-19,75.6875,283.1041666666667,96.39999999999999,102.121875,132.91770833333334,53.64965277777778,3.222222222222222,1.83125,18.742708333333333,,,,,,,34.16770833333333,43.807291666666664,1.9979166666666668,153.26041666666666,,0.0,67.27499999999999,972.3479166666666,
2023-04-20,54.510416666666664,149.35416666666666,127.54930555555556,111.534375,164.58819444444444,46.143750000000004,3.1246527777777775,2.154166666666667,11.88125,,,,,,,33.043749999999996,45.590624999999996,1.4677083333333334,179.65625,,0.0,63.56041666666667,972.2302083333334,
2023-04-21,48.666666666666664,203.41071428571428,39.26493055555556,82.87986111111111,76.37847222222221,34.10381944444445,10.736507936507937,1.860144927536232,19.78939393939394,,,,,,,32.67256944444444,43.88125,2.289930555555556,125.4861111111111,,0.0,67.14930555555556,972.1274305555556,
2023-04-22,51.06944444444445,180.72916666666666,28.032291666666666,72.31458333333333,61.31458333333333,27.193749999999998,20.971527777777776,0.7781250000000001,37.42916666666667,,,,,,,33.03958333333333,38.501041666666666,2.1062499999999997,113.57291666666667,,0.0,66.49374999999999,972.0031250000001,
2023-04-23,31.871527777777775,157.21875,78.25486111111111,72.184375,101.94409722222223,21.314583333333335,19.549652777777776,0.5600694444444444,32.481249999999996,,,,,,,31.082291666666666,39.25729166666667,1.8958333333333333,200.55208333333334,,0.0,65.13541666666667,972.4666666666667,
2023-04-24,75.53819444444444,239.55208333333334,77.94479166666667,84.32395833333334,108.40208333333334,29.008333333333336,22.028125,0.716304347826087,35.081944444444446,,,,,,,30.863541666666666,43.74791666666667,1.8354166666666665,125.57291666666667,,0.0,67.22916666666667,971.9979166666667,
2023-04-25,65.26388888888889,181.35416666666666,45.91979166666667,77.84444444444445,78.83611111111111,30.321180555555557,21.62256944444444,0.9729166666666668,45.67916666666667,,,,,,,31.342361111111114,45.93819444444444,1.8503472222222221,82.06597222222221,,0.0,67.85972222222223,972.104513888889,
2023-04-26,106.0625,279.1041666666667,89.1517361111111,117.34270833333333,134.71666666666667,38.418055555555554,21.51388888888889,1.7958333333333334,39.33541666666667,,,,,,,32.733333333333334,44.696875,0.9968750000000001,79.01041666666667,,0.0,65.39687500000001,972.1010416666667,
2023-04-27,97.75,298.7604166666667,90.89166666666667,103.60104166666667,134.54097222222222,42.09201388888889,22.08263888888889,1.626736111111111,40.78194444444444,,,,,,,33.09305555555556,43.57951388888889,1.6878472222222223,121.41666666666667,,0.0,63.83229166666667,972.0381944444445,
2023-04-28,83.55902777777779,225.88541666666666,78.09479166666667,121.57291666666667,128.33333333333334,44.45520833333333,25.15173611111111,2.154166666666667,35.342708333333334,,,,,,,31.745833333333334,48.334375,1.1135416666666667,99.17708333333333,,0.0,65.16041666666666,972.2020833333332,
2023-04-29,81.5,246.22916666666666,140.446875,121.41041666666666,181.45833333333334,47.9695652173913,20.778125,2.678125,15.373958333333334,,,,,,,31.733333333333334,49.54895833333333,1.253125,184.47916666666666,,0.0,63.30416666666667,972.1791666666667,
2023-04-30,53.708333333333336,119.66666666666667,40.015625,88.27604166666667,79.56770833333333,48.78560606060606,21.005208333333332,3.129861111111111,24.977083333333336,,,,,,,28.76354166666667,64.21354166666667,1.8687500000000001,96.78125,,0.0,60.96979166666667,973.2270833333333,
2023-05-01,47.96875,73.25,18.843560606060606,60.20757575757575,47.38863636363636,51.52888888888889,18.355208333333334,3.0722222222222224,16.39375,,,,,,,26.46666666666667,83.39791666666666,2.0302083333333334,71.375,,0.0,54.74375,974.7062500000001,
2023-05-02,45.576388888888886,92.9375,19.416203703703705,55.71157407407408,45.49722222222223,45.4515625,16.73224637681159,2.4141304347826087,15.433333333333332,,,,,,,27.496875,78.92291666666667,2.1041666666666665,61.864583333333336,,0.0,64.82083333333334,974.3239583333334,
2023-05-03,57.020833333333336,105.88541666666667,51.598958333333336,61.473958333333336,74.76875,38.540625,17.663541666666667,1.9427083333333333,19.045833333333334,,,,,,,27.787499999999998,79.35312499999999,1.64375,83.20833333333333,,0.0,54.709375,974.296875,
2023-05-04,84.83333333333333,180.64583333333334,64.98541666666667,93.06979166666667,102.496875,38.403125,21.983680555555555,2.1708333333333334,35.312152777777776,,,,,,,29.39375,69.69166666666666,1.159375,90.22916666666667,,0.0,69.42395833333333,973.8156250000001,
2023-05-05,97.73958333333333,275.2395833333333,170.58295454545456,140.04791666666668,210.28181818181818,43.46931818181818,20.900347222222223,2.6595238095238094,16.017708333333335,,,,,,,31.542708333333334,60.61875,0.9895833333333334,176.42708333333334,,0.0,68.51979166666666,973.21875,
2023-05-06,137.16666666666666,391.53125,235.35868055555557,138.05173611111113,264.95625,45.27738095238095,22.38514492753623,3.3027777777777776,10.364583333333334,,,,,,,32.10520833333333,52.553125,1.1854166666666666,227.95833333333334,,0.0,67.90625,972.6583333333333,
2023-05-07,77.11458333333333,249.875,102.67789855072463,120.51041666666667,147.8894927536232,51.073750000000004,17.421875,2.9228260869565217,15.629166666666668,,,,,,,32.875,50.434374999999996,1.40625,155.65625,,0.0,67.05104166666668,972.5364583333334,
2023-05-08,62.364583333333336,169.09375,57.96215277777778,101.765625,101.25937499999999,54.05436507936508,20.44861111111111,3.432608695652174,36.154710144927535,,,,,,,32.91979166666667,51.918749999999996,1.96875,77.40625,,0.0,67.08541666666666,972.7979166666668,
2023-05-09,110.48188405797102,323.10869565217394,172.78645833333334,149.73402777777778,220.665625,48.22386363636363,27.288541666666664,3.0995098039215687,34.369166666666665,,,,,,,33.65069444444445,44.63194444444445,1.1767361111111112,189.57291666666666,,0.0,68.11840277777777,972.5149305555556,
2023-05-10,94.4861111111111,253.8125,153.5261904761905,155.84270833333332,198.03095238095236,37.90625,26.025347222222223,2.538492063492064,22.626041666666666,,,,,,,33.606249999999996,36.58229166666667,1.2718749999999999,246.66666666666666,,0.0,69.01770833333333,972.3583333333332,
2023-05-11,169.9673913043478,443.0217391304348,227.95833333333334,202.85797101449276,274.13382352941176,48.370075757575755,31.577536231884057,2.842948717948718,20.502173913043478,,,,,,,33.9963768115942,41.1518115942029,0.855072463768116,220.7644927536232,,0.0,65.9822463768116,972.4641304347825,
2023-05-12,126.05208333333333,368.1666666666667,167.4852272727273,203.05173611111113,234.7973484848485,55.87412280701754,25.47951388888889,3.518333333333333,30.478472222222223,,,,,,,35.4375,39.894444444444446,1.0788194444444443,154.71527777777777,,0.0,66.8125,972.3322916666666,
2023-05-13,137.90625,333.80434782608694,103.57341269841271,163.015625,159.96150793650793,57.72708333333333,28.51076388888889,2.8354166666666667,39.567708333333336,,,,,,,35.52152777777778,41.00486111111111,1.3600694444444443,85.32638888888889,,0.0,67.14687500000001,972.3288194444444,
2023-05-14,129.16666666666666,333.6458333333333,157.88030303030303,154.67499999999998,211.02878787878788,61.3125,33.037121212121214,3.036538461538462,28.07976190476191,,,,,,,35.75208333333333,41.416666666666664,1.6343750000000001,135.98958333333334,,0.0,67.30520833333334,972.0520833333334,
2023-05-15,40.27272727272727,188.58333333333334,80.52272727272727,123.73636363636363,131.51818181818183,39.1875,27.097916666666666,1.7,17.888636363636365,,,,,,,36.25,38.58020833333333,1.8822916666666665,219.25,,0.0,66.61874999999999,971.9395833333333,
2023-05-16,180.17708333333334,558.5238095238095,135.85972222222222,104.43819444444445,166.2934027777778,37.794444444444444,26.400000000000002,1.9769230769230768,16.159027777777776,,,,,,,35.44375,40.636805555555554,1.9479166666666667,228.91319444444446,,0.0,66.61284722222221,972.0760416666667,
2023-05-17,100.4548611111111,337.59375,121.30555555555556,120.38958333333333,164.49687500000002,43.5,24.084374999999998,1.1746376811594204,13.097916666666668,,,,,,,35.54270833333333,42.00625,1.4114583333333333,181.875,,0.0,59.98333333333334,972.053125,
2023-05-18,48.638888888888886,176.91666666666666,39.409375,86.79618055555557,78.29409722222222,49.34722222222222,18.784027777777776,1.8520833333333335,22.48125,,,,,,,32.80833333333333,55.04270833333334,2.401736111111111,177.39930555555554,,0.0,69.52847222222222,972.6704861111111,
2023-05-19,90.2326388888889,234.34375,105.50138888888888,128.58194444444445,154.37187500000002,44.90763888888889,26.634375000000002,2.50625,23.177777777777777,,,,,,,34.72048611111111,44.915625,1.5190972222222223,248.7152777777778,,0.0,69.72534722222223,972.290625,
2023-05-20,106.26041666666667,265.1875,124.75083333333335,163.25104166666668,182.21833333333333,41.80416666666667,33.8235294117647,2.597916666666667,19.96875,,,,,,,35.515625,41.94479166666667,1.2645833333333334,226.75,,0.0,68.85833333333333,972.1218749999999,
2023-05-21,116.11458333333333,329.2604166666667,107.87611111111111,192.06944444444446,189.19166666666666,54.446969696969695,19.621666666666666,1.0555555555555556,28.32604166666667,,,,,,,36.86388888888889,40.80347222222222,0.9583333333333334,169.26388888888889,,0.0,67.33368055555556,972.1184027777778,
2023-05-22,89.34375,318.4791666666667,188.0621212121212,143.8138888888889,228.9882575757576,55.85138888888889,34.665740740740745,1.05,14.170138888888891,,,,,,,37.67916666666667,37.82152777777778,1.715972222222222,224.9652777777778,,0.0,67.08645833333334,971.9541666666668,
2023-05-23,59.72222222222222,295.46875,179.93055555555554,111.7076388888889,206.1576388888889,51.63405797101449,23.08531746031746,,14.628124999999999,,,,,,,37.85729166666667,37.07083333333333,2.2729166666666667,227.44791666666666,,0.0,66.08854166666667,971.8833333333333,
2023-05-24,24.891304347826086,138.6818181818182,57.206250000000004,106.95937500000001,103.528125,42.74270833333333,16.198958333333334,,11.777083333333335,,,,,,,32.696875,51.7875,2.527083333333333,121.0,,0.0,66.58958333333334,972.4302083333333,
2023-05-25,27.635416666666668,168.05208333333334,36.934374999999996,154.51458333333332,112.29166666666667,45.23854166666666,16.372569444444444,,13.40625,,,,,,,32.139583333333334,54.228125,1.953125,154.9375,,0.0,68.96354166666667,972.7375000000001,
2023-05-26,26.8125,137.89583333333334,93.42291666666667,152.48854166666666,157.25833333333333,41.637499999999996,15.98298611111111,0.64,9.0375,,,,,,,32.10729166666667,51.99791666666667,1.6291666666666667,163.6875,,0.0,70.43541666666667,972.6135416666666,
2023-05-27,40.92045454545455,180.4431818181818,123.52187500000001,137.04583333333332,173.59270833333335,47.34166666666667,15.256597222222224,,6.819791666666667,,,,,,,30.809375,61.43645833333333,1.5010416666666666,105.51041666666667,,0.0,59.134375,973.1218749999999,
2023-05-28,67.75,247.11458333333334,109.95416666666667,141.51354166666667,164.90520833333332,52.2125,15.293055555555556,,7.765625,,,,,,,32.905208333333334,58.00833333333333,1.4854166666666666,94.95833333333333,,0.0,70.11666666666666,973.0041666666666,
2023-05-29,45.09375,201.38541666666666,115.06770833333333,139.69375,168.103125,47.12613636363637,12.364583333333334,0.5134615384615384,7.004166666666666,,,,,,,31.176041666666666,61.328125,1.925,141.34375,,0.0,64.26145833333332,973.2125,
2023-05-30,47.1875,128.78125,107.75208333333335,144.13194444444443,164.49722222222223,46.38368055555555,13.791666666666666,0.2916666666666667,6.913541666666667,,,,,,,31.069791666666664,62.57083333333333,1.5583333333333333,143.90625,,0.0,68.65,973.2802083333332,
2023-05-31,51.25,142.375,182.46174242424243,135.2693181818182,220.7007575757576,45.17765151515152,14.192708333333334,0.1,6.659375,,,,,,,30.04375,68.69895833333334,1.496875,180.85416666666666,,0.0,70.546875,973.5489583333333,
2023-06-01,63.354166666666664,170.52083333333334,135.78333333333333,141.88578431372548,186.16323529411764,48.57843137254902,15.183680555555554,,6.626041666666667,,,,,,,30.776041666666668,65.184375,1.3635416666666667,183.27083333333334,,0.0,71.00208333333333,973.353125,
2023-06-02,40.53125,140.30208333333334,71.8,143.04375,134.5984375,30.60625,14.098263888888889,0.3857142857142857,7.7593749999999995,,,,,,,32.574999999999996,54.02291666666667,1.2895833333333333,203.4375,,0.0,71.23020833333334,973.0291666666667,
2023-06-03,103.55208333333333,223.04166666666666,75.86145833333333,123.34479166666667,127.44583333333333,26.873958333333334,13.677083333333334,0.5369565217391304,7.911458333333333,,,,,,,33.28333333333333,51.057291666666664,1.2489583333333334,169.54166666666666,,0.0,71.52187500000001,972.8093749999999,
2023-06-04,103.27083333333333,228.5326086956522,69.74019607843137,133.6122549019608,127.91764705882352,34.026041666666664,15.538690476190476,0.532608695652174,12.926785714285714,,,,,,,33.35729166666667,56.38229166666667,1.3135416666666666,184.08333333333334,,0.0,64.10625,972.6760416666666,
2023-06-05,78.0,247.73809523809524,112.35,120.93416666666667,155.92958333333334,30.181666666666665,22.818055555555556,1.3946428571428573,12.806862745098039,,,,,,,34.83541666666667,50.20520833333333,1.5739583333333333,227.54166666666666,,0.0,70.1375,972.4552083333333,
2023-06-06,139.35416666666666,,102.63888888888889,104.02129629629628,139.30555555555554,43.416666666666664,29.330000000000002,2.189583333333333,14.731481481481483,,,,,,,36.42833333333333,42.81666666666667,1.5966666666666667,197.125,,0.0,68.10499999999999,972.29,
2023-06-07,70.04166666666667,291.3478260869565,123.64999999999999,120.98333333333333,165.14166666666668,42.1875,26.398263888888888,3.375,14.011458333333332,,,,,,,35.206250000000004,45.223958333333336,1.2541666666666667,183.72916666666666,,0.0,70.20416666666667,972.4177083333334,
2023-06-08,50.416666666666664,178.59375,96.53750000000001,118.35520833333334,141.66979166666667,39.55104166666667,26.72951388888889,3.1999999999999997,18.409375,,,,,,,35.954166666666666,41.925000000000004,1.2458333333333333,173.79166666666666,,0.0,69.996875,972.3833333333333,
2023-06-09,56.47569444444445,205.8125,142.04999999999998,112.74340277777777,175.72256944444442,42.93043478260869,20.59551282051282,1.8161458333333333,12.358333333333334,,,,,,,36.39965277777778,44.23576388888889,1.6482638888888888,210.0,,0.0,68.45520833333333,972.5024305555556,
2023-06-10,49.6875,198.90625,156.1282608695652,103.62028985507247,182.38804347826087,34.893840579710144,18.928846153846152,2.102777777777778,9.803260869565218,,,,,,,36.31875,44.84444444444444,1.669097222222222,228.72569444444446,,0.0,66.58784722222222,972.1326388888889,
2023-06-11,47.4375,184.97916666666666,94.72261904761905,88.2781746031746,124.04404761904763,28.910833333333336,16.914285714285715,2.1821428571428574,13.977083333333333,,,,,,,35.27430555555556,48.98993055555555,2.098263888888889,240.45833333333334,,0.0,68.68472222222222,972.292013888889,
2023-06-12,47.333333333333336,255.19230769230768,109.23409090909091,97.43863636363636,140.92954545454543,32.68181818181818,23.202272727272728,2.5812500000000003,12.537222222222223,,,,,,,37.45944444444444,45.986666666666665,2.153888888888889,256.68333333333334,,0.0,67.29777777777778,971.9733333333334,
