Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-11-10 00:00:00,195.62,432.75,189.75,281.83,252.26,52.73,29.34,1.57,12.99,3.94,64.64,NA,NA,NA,NA,24.80,66.05,0.91,144.24,NA,0.00,155.53,973.31,NA
2022-11-11 00:00:00,186.35,391.55,208.44,198.31,270.77,39.43,27.43,1.82,11.10,3.31,18.89,NA,NA,NA,NA,24.09,60.23,1.25,195.21,NA,0.00,161.13,973.04,NA
2022-11-12 00:00:00,193.65,413.55,178.97,94.52,194.29,21.29,19.02,1.64,14.66,3.69,22.15,NA,NA,NA,NA,23.43,54.97,1.24,201.19,NA,0.00,160.60,972.60,NA
2022-11-13 00:00:00,168.86,422.57,NA,NA,NA,NA,25.72,1.31,17.56,3.89,29.21,NA,NA,NA,NA,23.12,57.59,0.93,212.12,NA,0.00,158.20,972.54,NA
2022-11-14 00:00:00,160.94,409.61,42.95,84.24,79.81,23.56,37.43,1.64,27.68,4.55,65.83,NA,NA,NA,NA,24.02,60.64,1.15,105.27,NA,0.00,154.53,972.87,NA
2022-11-15 00:00:00,116.69,329.15,125.57,77.89,143.73,19.03,26.38,2.48,20.16,3.36,33.70,NA,NA,NA,NA,24.13,59.02,0.66,122.77,NA,0.00,167.15,972.78,NA
2022-11-16 00:00:00,117.40,249.28,92.25,63.72,109.10,14.76,35.91,1.56,18.70,2.66,20.24,NA,NA,NA,NA,23.97,54.91,1.13,223.84,NA,0.00,170.29,972.41,NA
2022-11-17 00:00:00,126.86,294.42,133.19,70.00,149.77,10.47,36.56,1.92,14.77,2.87,16.37,NA,NA,NA,NA,22.97,59.41,1.15,234.76,NA,0.00,173.56,972.72,NA
2022-11-18 00:00:00,156.30,373.35,174.04,81.72,190.48,11.04,27.58,1.97,10.96,3.02,19.12,NA,NA,NA,NA,22.02,57.30,0.87,211.68,NA,0.00,171.74,972.79,NA
2022-11-19 00:00:00,191.57,499.79,249.75,99.27,261.34,16.67,28.58,1.78,13.79,5.56,57.77,NA,NA,NA,NA,21.80,60.31,0.58,195.58,NA,0.00,54.04,973.05,NA
2022-11-20 00:00:00,230.40,471.91,205.63,100.86,221.12,18.67,29.37,1.77,15.72,4.02,29.00,NA,NA,NA,NA,21.81,60.48,0.74,218.54,NA,0.00,53.97,973.08,NA
2022-11-21 00:00:00,171.68,391.14,175.18,97.85,197.86,19.16,30.09,1.69,11.20,3.25,21.57,NA,NA,NA,NA,21.83,59.24,0.87,218.27,NA,0.00,53.80,972.96,NA
2022-11-22 00:00:00,123.98,336.45,163.23,85.89,181.05,17.52,27.66,1.64,5.79,3.35,24.01,NA,NA,NA,NA,22.04,54.76,0.97,226.47,NA,0.00,52.38,972.66,NA
2022-11-23 00:00:00,123.18,365.04,213.29,89.16,221.52,18.28,27.87,1.61,7.22,3.38,24.49,NA,NA,NA,NA,21.60,53.81,1.01,223.35,NA,0.00,53.68,972.62,NA
2022-11-24 00:00:00,126.95,321.96,127.66,88.70,156.58,19.06,29.80,1.87,11.05,3.05,24.48,NA,NA,NA,NA,21.90,55.54,0.99,226.33,NA,0.00,53.76,972.69,NA
2022-11-25 00:00:00,242.43,466.42,198.97,109.53,241.02,25.57,31.48,2.04,12.39,7.44,73.27,NA,NA,NA,NA,21.58,62.69,0.63,178.68,NA,0.00,53.46,973.28,NA
2022-11-26 00:00:00,223.27,427.90,197.14,103.02,222.87,23.92,29.65,1.96,13.85,5.47,43.23,NA,NA,NA,NA,21.48,60.48,0.73,230.36,NA,0.00,53.61,973.03,NA
2022-11-27 00:00:00,234.99,463.77,157.30,103.72,191.82,23.76,29.44,2.11,30.58,5.84,43.92,NA,NA,NA,NA,21.50,63.88,0.63,183.85,NA,0.00,52.92,973.22,NA
2022-11-28 00:00:00,287.26,539.79,185.95,147.42,228.35,28.83,27.46,2.06,8.60,7.51,81.35,NA,NA,NA,NA,21.77,66.52,0.60,144.74,NA,0.00,52.54,973.44,NA
2022-11-29 00:00:00,306.11,579.51,150.32,172.55,195.68,37.51,29.42,2.49,8.43,9.20,117.71,NA,NA,NA,NA,21.08,70.15,0.59,155.84,NA,0.00,52.39,973.58,NA
2022-11-30 00:00:00,267.54,530.39,228.04,158.62,269.35,39.33,33.47,2.13,7.58,5.64,64.80,NA,NA,NA,NA,21.42,69.62,0.62,175.47,NA,0.00,52.06,973.60,NA
2022-12-01 00:00:00,269.93,497.49,210.27,167.07,253.46,38.80,40.66,2.03,8.60,6.27,58.80,NA,NA,NA,NA,20.82,70.81,0.63,216.84,NA,0.00,50.57,973.70,NA
2022-12-02 00:00:00,248.84,445.04,173.31,185.00,260.05,50.24,33.06,2.07,7.44,5.37,42.48,NA,NA,NA,NA,21.32,69.93,0.64,175.91,NA,0.00,50.30,973.57,NA
2022-12-03 00:00:00,294.94,494.35,97.59,177.28,175.34,51.58,33.42,2.51,10.41,5.85,68.51,NA,NA,NA,NA,20.81,73.84,0.56,113.16,NA,0.00,51.03,973.82,NA
2022-12-04 00:00:00,323.55,519.66,161.97,163.66,207.55,46.91,28.40,2.01,6.34,6.43,51.80,NA,NA,NA,NA,18.33,73.91,0.69,167.21,NA,0.00,51.28,973.82,NA
2022-12-05 00:00:00,220.81,415.91,218.04,144.46,257.80,41.75,25.07,1.77,6.71,4.63,35.87,NA,NA,NA,NA,17.90,68.62,0.68,195.98,NA,0.00,51.79,973.57,NA
2022-12-06 00:00:00,197.21,344.75,223.87,139.86,255.04,43.03,19.65,1.48,4.23,3.73,25.39,NA,NA,NA,NA,18.11,66.04,1.17,229.93,NA,0.00,52.86,973.48,NA
2022-12-07 00:00:00,139.67,257.33,178.84,114.67,206.39,31.79,19.03,2.53,5.12,2.75,14.77,NA,NA,NA,NA,18.08,64.46,1.41,232.35,NA,0.00,53.15,973.32,NA
2022-12-08 00:00:00,179.23,314.13,187.41,118.89,212.11,32.32,27.15,2.31,5.28,4.21,26.52,NA,NA,NA,NA,17.93,67.67,1.03,177.55,NA,0.00,51.70,973.58,NA
2022-12-09 00:00:00,207.26,356.68,200.36,122.74,235.44,36.68,28.64,1.62,5.13,4.36,48.51,NA,NA,NA,NA,18.24,67.70,0.74,143.41,NA,0.00,52.14,973.43,NA
2022-12-10 00:00:00,317.55,451.28,203.53,139.04,265.53,49.94,27.79,1.65,5.78,8.10,92.80,NA,NA,NA,NA,18.68,70.78,0.64,148.40,NA,0.00,51.40,973.41,NA
2022-12-11 00:00:00,180.88,298.08,175.96,111.81,206.17,48.38,12.37,1.55,3.72,4.28,31.54,NA,NA,NA,NA,19.09,66.88,0.87,197.24,NA,0.00,52.12,973.19,NA
2022-12-12 00:00:00,116.45,237.22,177.19,101.68,204.70,38.73,15.41,3.09,3.84,3.09,22.26,NA,NA,NA,NA,18.99,59.28,1.05,175.16,NA,0.00,52.09,972.90,NA
2022-12-13 00:00:00,86.35,210.06,135.35,87.15,156.94,45.95,15.21,NA,4.14,1.97,11.63,NA,NA,NA,NA,19.30,53.16,1.64,201.31,NA,0.00,53.02,972.68,NA
2022-12-14 00:00:00,106.21,201.95,126.40,78.65,144.93,30.20,16.50,NA,4.44,2.11,11.26,NA,NA,NA,NA,18.23,56.41,1.55,219.47,NA,0.00,53.83,972.94,NA
2022-12-15 00:00:00,115.91,228.78,198.47,90.10,210.51,25.70,16.48,1.59,6.37,2.56,13.68,NA,NA,NA,NA,17.26,57.81,1.27,232.22,NA,0.00,54.05,972.94,NA
2022-12-16 00:00:00,189.76,321.28,153.14,105.57,177.91,25.97,21.72,1.79,4.71,3.82,23.86,NA,NA,NA,NA,16.99,64.39,0.98,212.56,NA,0.00,54.25,973.26,NA
2022-12-17 00:00:00,279.21,420.82,255.17,116.65,264.06,32.82,16.38,3.30,5.69,5.89,48.63,NA,NA,NA,NA,17.06,67.66,0.78,160.58,NA,0.00,53.58,973.48,NA
2022-12-18 00:00:00,378.27,519.88,239.36,131.45,284.37,50.22,11.57,2.64,4.36,6.60,49.75,NA,NA,NA,NA,17.05,74.14,0.60,125.50,NA,0.00,52.68,973.75,NA
2022-12-19 00:00:00,365.44,477.48,260.16,136.70,280.68,37.08,13.01,2.81,5.11,7.56,74.94,NA,NA,NA,NA,16.86,78.84,0.62,133.40,NA,0.00,52.77,973.68,NA
2022-12-20 00:00:00,263.80,436.11,172.89,109.59,199.67,42.18,11.09,2.80,4.08,4.84,47.10,NA,NA,NA,NA,16.23,76.45,0.72,193.49,NA,0.00,53.27,973.70,NA
2022-12-21 00:00:00,226.49,439.15,106.06,69.69,123.54,40.63,13.10,2.38,2.98,3.18,27.18,NA,NA,NA,NA,15.58,80.61,1.01,151.43,NA,0.00,53.37,974.10,NA
2022-12-22 00:00:00,270.97,471.55,144.67,87.00,170.04,44.12,11.04,2.54,2.90,3.93,32.14,NA,NA,NA,NA,15.09,82.01,0.83,150.88,NA,0.00,53.02,974.22,NA
2022-12-23 00:00:00,203.24,333.41,90.63,78.61,115.69,44.78,10.01,2.27,3.07,3.92,26.47,NA,NA,NA,NA,15.12,79.27,0.99,112.42,NA,0.00,52.92,974.05,NA
2022-12-24 00:00:00,183.40,320.05,142.09,85.25,161.24,43.06,11.49,2.03,2.72,3.44,17.48,NA,NA,NA,NA,15.56,71.83,1.09,189.08,NA,0.00,53.96,973.56,NA
2022-12-25 00:00:00,198.77,307.49,120.52,69.97,135.37,45.41,11.29,2.67,2.73,2.86,12.55,NA,NA,NA,NA,14.05,79.69,1.18,229.08,NA,0.00,54.77,974.09,NA
2022-12-26 00:00:00,243.19,363.51,156.90,70.22,165.28,43.97,12.07,2.63,5.67,3.97,22.02,NA,NA,NA,NA,13.46,87.52,0.90,184.97,NA,0.00,50.00,974.75,NA
2022-12-27 00:00:00,217.62,326.75,174.25,87.02,188.34,45.46,8.29,2.44,10.28,4.86,22.65,NA,NA,NA,NA,14.82,80.15,1.16,234.95,NA,0.00,53.05,974.03,NA
2022-12-28 00:00:00,174.25,330.57,190.96,120.71,212.73,37.00,13.70,2.29,11.95,4.18,16.41,NA,NA,NA,NA,16.38,67.54,1.52,240.67,NA,0.00,53.81,973.21,NA
2022-12-29 00:00:00,198.48,364.08,145.26,140.97,196.75,56.75,9.74,2.51,12.46,3.53,23.76,NA,NA,NA,NA,17.10,65.20,1.12,152.33,NA,0.00,51.67,973.10,NA
2022-12-30 00:00:00,257.34,376.15,34.28,97.59,78.08,45.91,17.30,2.01,15.87,4.85,43.94,NA,NA,NA,NA,16.81,73.56,1.72,64.27,NA,0.00,51.30,973.72,NA
2022-12-31 00:00:00,189.61,334.48,170.18,91.99,187.71,45.04,14.25,2.14,10.04,7.87,34.00,NA,NA,NA,NA,16.33,77.95,1.49,240.49,NA,0.00,53.84,974.58,NA
2023-01-01,159.89930555555557,301.3541666666667,208.8138888888889,94.83749999999999,220.92673611111113,38.021875,14.387152777777779,2.491319444444444,13.366666666666667,8.564130434782609,35.45208333333333,,,,,16.089583333333334,76.37083333333334,0.7218749999999999,188.82291666666666,,0.0,54.356249999999996,974.240625,
2023-01-02,245.54166666666666,389.375,75.28125,73.71979166666667,100.60000000000001,36.39479166666667,14.534374999999999,1.9312500000000001,11.221874999999999,9.067708333333334,36.209375,,,,,15.365625,83.42395833333333,1.1333333333333333,95.59375,,0.0,52.223958333333336,974.69375,
2023-01-03,270.9583333333333,417.46875,93.65416666666665,72.07083333333334,114.69583333333333,31.963541666666668,13.596874999999999,2.0506944444444444,9.978125,8.498958333333333,29.165625000000002,,,,,14.639583333333334,77.97395833333333,0.88125,171.54166666666666,,0.0,51.97083333333333,974.53125,
2023-01-04,247.57291666666666,385.90625,134.07500000000002,76.059375,149.79479166666667,30.14375,16.071527777777778,2.330208333333333,9.792708333333334,8.571590909090908,29.928124999999998,,,,,13.487499999999999,82.23229166666667,0.9208333333333334,192.30208333333334,,0.0,53.146875,974.5645833333333,
2023-01-05,320.47222222222223,509.0104166666667,154.525,97.98125,178.09375,40.925,19.147916666666667,2.465277777777778,9.269791666666666,10.953947368421053,55.36354166666666,,,,,13.278125000000001,84.875,0.7875,173.64583333333334,,0.0,51.6875,974.6687499999999,
2023-01-06,350.15625,547.0104166666666,177.896875,139.509375,219.215625,36.59880952380952,15.855555555555554,2.262152777777778,9.436458333333333,11.529545454545454,41.30625,,,,,13.121875000000001,82.71041666666666,1.0239583333333333,128.54166666666666,,0.0,53.22708333333333,974.578125,
2023-01-07,322.1521739130435,464.0833333333333,185.93214285714288,111.54642857142856,210.91071428571428,27.017261904761906,15.714492753623189,2.293840579710145,9.367391304347825,11.111764705882353,51.255434782608695,,,,,13.165217391304349,81.07608695652173,0.85,199.92391304347825,,0.0,56.3445652173913,974.4478260869565,
2023-01-08,344.5104166666667,521.4583333333334,207.271875,97.340625,222.72187499999998,44.028124999999996,16.424305555555556,2.8576086956521736,9.7875,11.45,48.28958333333333,,,,,11.652083333333332,83.31666666666666,0.7104166666666667,164.6875,,0.0,52.293749999999996,974.5510416666666,
2023-01-09,494.1458333333333,685.09375,170.7541666666667,101.425,193.1447916666667,54.16770833333334,16.490972222222222,2.6266666666666665,10.863541666666665,15.082142857142857,79.53333333333333,,,,,10.908333333333333,87.63854166666665,0.7947916666666667,71.5,,0.0,48.925000000000004,974.7843750000001,
2023-01-10,295.6458333333333,455.4479166666667,177.24891304347827,92.8,205.26874999999998,56.56111111111111,13.6,2.2806818181818183,9.011458333333334,12.047395833333333,72.07395833333334,,,,,11.576041666666667,84.15729166666667,0.8166666666666668,197.19791666666666,,0.0,51.614583333333336,974.5677083333334,
2023-01-11,208.48958333333334,321.875,62.932291666666664,78.42291666666667,93.015625,56.46973684210526,10.952430555555557,1.8920138888888889,10.078125,8.682291666666666,47.828125,,,,,11.4625,84.06666666666666,1.7125000000000001,129.38541666666666,,0.0,52.973958333333336,974.7531250000001,
2023-01-12,219.76041666666666,337.0833333333333,30.791666666666668,73.40520833333333,64.13854166666667,55.14,14.855555555555554,2.059166666666667,12.041666666666666,9.042708333333334,48.55833333333334,,,,,12.823958333333332,81.61041666666667,2.0302083333333334,72.69791666666667,,0.0,52.48229166666667,974.6125000000001,
2023-01-13,225.83680555555554,335.0208333333333,74.99374999999999,85.81770833333333,105.265625,53.87843137254902,13.847222222222221,2.2239583333333335,13.465625000000001,10.006944444444445,47.38958333333333,,,,,13.63125,81.21770833333333,1.7864583333333333,112.26041666666667,,0.0,52.362500000000004,974.4854166666668,
2023-01-14,190.25,324.5625,118.38437499999999,77.29062499999999,137.66041666666666,40.32738095238095,16.219791666666666,1.8805555555555555,11.71875,7.7625,16.367708333333333,,,,,12.713541666666666,74.275,1.7697916666666667,252.47916666666666,,0.0,52.682291666666664,974.0177083333333,
2023-01-15,134.86458333333334,341.2916666666667,187.88194444444446,103.79375,207.16319444444446,33.59583333333333,16.64548611111111,2.1326388888888888,11.792708333333332,6.222916666666666,18.560416666666665,,,,,11.404166666666667,57.489583333333336,1.4104166666666667,244.125,,0.0,55.37916666666666,973.0572916666666,
2023-01-16,216.6875,503.8020833333333,219.3891304347826,112.72812499999999,238.22282608695653,33.228125,18.126960784313724,2.4025362318840577,11.407986111111112,8.796969696969697,36.478125,,,,,11.30625,64.00625,0.93125,220.13541666666666,,0.0,55.590624999999996,973.3125,
2023-01-17,228.82291666666666,447.0208333333333,173.79325396825396,92.84791666666666,186.38730158730158,19.960416666666667,13.629513888888889,2.3845238095238095,11.627083333333333,7.525,41.85729166666667,,,,,11.351041666666667,60.77395833333333,0.9718749999999999,225.96875,,0.0,55.09270833333333,973.1125000000001,
2023-01-18,303.8541666666667,590.7604166666666,283.03514492753624,113.16562499999999,293.9003623188406,33.233333333333334,64.24305555555556,2.4008333333333334,11.872916666666667,7.5307692307692315,75.26979166666666,,,,,11.4,63.04479166666667,0.8291666666666666,217.70833333333334,,0.0,55.084374999999994,973.3135416666668,
2023-01-19,264.0416666666667,534.3125,184.22881944444444,121.75937499999999,215.05381944444443,40.202083333333334,27.99090909090909,2.393840579710145,13.079166666666666,9.753947368421052,82.659375,,,,,13.6625,57.409375000000004,0.7802083333333334,168.375,,0.0,52.75416666666666,973.00625,
2023-01-20,109.1875,229.69791666666666,57.739583333333336,56.151041666666664,76.93854166666667,42.00208333333333,,1.5305555555555557,13.811458333333334,4.904166666666667,17.611458333333335,,,,,14.221874999999999,65.53854166666666,1.3989583333333335,147.6875,,0.0,54.44375,973.3770833333333,
2023-01-21,237.30208333333334,417.8125,107.34479166666667,77.87291666666667,128.9375,34.17916666666667,,2.2354166666666666,16.720833333333335,7.957894736842104,57.06354166666667,,,,,13.563541666666667,73.63437499999999,0.8916666666666666,87.03125,,0.0,54.321875,973.7624999999999,
2023-01-22,296.4791666666667,488.7604166666667,144.19861111111112,90.55416666666667,169.86215277777777,44.12717391304348,,2.3177083333333335,15.753124999999999,11.523863636363636,46.02916666666667,,,,,13.836458333333333,74.27604166666667,0.9010416666666666,113.97916666666667,,0.0,54.11041666666667,973.7624999999999,
2023-01-23,190.95833333333334,403.42391304347825,96.00175438596492,86.95674603174604,137.09125,41.05,27.94090909090909,2.059090909090909,14.583333333333334,8.42375,52.003125000000004,,,,,14.575000000000001,69.16562499999999,1.0093750000000001,104.35416666666667,,0.0,54.86145833333333,973.3697916666666,
2023-01-24,83.09375,187.64583333333334,29.675,50.75833333333333,51.17916666666667,35.85520833333333,22.779861111111114,1.5462121212121211,15.025,5.744791666666667,32.485416666666666,,,,,14.946875,74.46458333333334,2.4583333333333335,84.55208333333333,,0.0,53.42291666666667,973.9250000000001,
2023-01-25,130.4125,251.8,112.35,69.53708333333333,128.57874999999999,33.89958333333333,22.4525,2.142916666666667,12.35375,8.639583333333333,49.175,,,,,14.622916666666665,80.87291666666667,0.9929166666666667,168.26666666666668,,0.0,53.32375,974.3358333333333,
2023-01-26,168.5625,261.40625,69.20625,43.42916666666667,79.49374999999999,39.182291666666664,24.22152777777778,1.9097222222222223,12.495833333333332,6.413541666666666,19.857291666666665,,,,,13.327083333333334,83.74166666666666,1.3864583333333333,232.07291666666666,,0.0,51.79270833333334,974.9479166666666,
2023-01-27,111.47569444444444,228.45833333333334,108.9375,71.75208333333333,126.98333333333333,22.20069444444444,22.68958333333333,1.7833333333333334,15.293750000000001,5.785416666666666,17.769791666666666,,,,,12.99375,62.553125,1.73125,246.625,,0.0,57.598958333333336,975.228125,
2023-01-28,139.21875,316.2708333333333,190.96979166666665,102.12083333333334,210.40347222222223,29.865624999999998,23.727083333333336,2.3309027777777778,14.505208333333334,8.253571428571428,40.046875,,,,,13.518749999999999,62.82395833333334,1.2614583333333333,234.9375,,0.0,56.9125,975.1885416666668,
2023-01-29,288.65625,464.375,145.31052631578947,85.27604166666667,219.45471014492753,38.00902777777778,22.983680555555555,2.150378787878788,20.364583333333332,10.371153846153845,157.71759259259258,,,,,12.392708333333333,87.66770833333334,1.1895833333333334,146.64583333333334,,0.0,41.74791666666666,975.8760416666668,
2023-01-30,92.19791666666667,171.14583333333334,97.47500000000001,63.660069444444446,131.49444444444444,36.282291666666666,24.06041666666667,1.8028985507246378,16.003125,,,,,,,13.446875,86.22291666666666,1.2635416666666666,84.46875,,0.0,54.489583333333336,975.3458333333333,
2023-01-31,108.88541666666667,268.2395833333333,152.32638888888889,59.37152777777778,152.24965277777778,35.59021739130435,22.775347222222223,1.8479166666666667,13.167708333333332,2.9458333333333333,35.4375,,,,,12.579545454545455,81.66875,1.4375,185.70454545454547,,0.0,57.37951388888889,974.1309027777778,
2023-02-01,95.87152777777777,305.4375,111.62881944444445,66.41284722222223,126.34652777777778,32.88125,18.20871212121212,1.8656249999999999,14.235763888888888,4.2906249999999995,18.842708333333334,,,,,16.18717948717949,67.57222222222222,1.9857638888888889,261.38461538461536,,0.0,59.31458333333333,973.2531250000001,
2023-02-02,101.875,358.6458333333333,121.14270833333335,77.12986111111111,139.8059027777778,25.20104166666667,2.8829166666666666,1.8381944444444445,14.136458333333332,5.015277777777778,21.8,,,,,16.625694444444445,63.07152777777778,1.721527777777778,251.44791666666666,,0.0,58.02673611111111,973.0305555555556,
2023-02-03,138.90625,521.1666666666666,150.3859649122807,80.72324561403508,165.57149122807016,29.702916666666663,4.788888888888889,2.3579861111111113,14.392708333333333,7.35625,38.96666666666667,,,,,15.588541666666666,65.890625,1.0447916666666666,239.85416666666666,,0.0,57.89270833333333,973.3354166666667,
2023-02-04,150.38541666666666,577.2875,235.9818181818182,117.7090909090909,257.02727272727276,32.07272727272727,7.875877192982455,2.1954545454545453,12.4481884057971,7.6325,63.45173611111111,,,,,16.914236111111112,66.30902777777779,1.3034722222222221,232.47569444444446,,0.0,57.714930555555554,973.3215277777778,
2023-02-05,121.12152777777777,416.0978260869565,174.07552083333334,107.10238095238095,195.3203125,27.52857142857143,16.800757575757576,1.71984126984127,9.435416666666667,7.130681818181818,55.050000000000004,,,,,17.38125,64.91562499999999,1.1812500000000001,233.09375,,0.0,57.62916666666666,973.025,
2023-02-06,182.60416666666666,498.1145833333333,128.93958333333333,88.41979166666665,152.5625,40.18295454545454,17.89810606060606,2.4796296296296294,17.3625,8.477083333333333,162.93437500000002,,,,,17.667708333333334,71.621875,1.1468749999999999,122.30208333333333,,0.0,57.114583333333336,973.8479166666666,
2023-02-07,155.92708333333334,460.9166666666667,177.70694444444447,71.86458333333333,183.23958333333334,43.34130434782609,14.54927536231884,1.7729166666666665,9.136458333333334,8.125757575757575,80.61840277777777,,,,,18.177777777777777,66.81111111111112,1.4024305555555554,196.26736111111111,,0.0,57.756249999999994,973.3625000000001,
2023-02-08,85.45833333333333,441.4583333333333,145.41875000000002,78.61979166666667,160.396875,27.098958333333332,12.660763888888889,1.9663194444444445,10.5,5.408333333333334,33.09583333333333,,,,,17.458333333333332,57.67604166666666,1.3833333333333335,234.5,,0.0,57.790625000000006,972.6541666666667,
2023-02-09,101.28125,340.7604166666667,107.63125000000001,73.99062500000001,127.09479166666667,28.697916666666668,14.370833333333332,1.6600694444444446,12.195833333333333,5.996875,44.77708333333334,,,,,18.302083333333332,61.010416666666664,1.4197916666666668,147.86458333333334,,0.0,58.10833333333333,972.9104166666666,
2023-02-10,96.72916666666667,237.90625,40.4625,60.82604166666667,65.03125,29.1875,14.714583333333332,1.746875,18.722916666666666,4.65625,44.911458333333336,,,,,19.033333333333335,63.739583333333336,1.8177083333333333,63.520833333333336,,0.0,58.23229166666667,973.06875,
2023-02-11,153.21875,459.78125,126.45520833333335,80.61458333333333,145.96875,35.68125,15.546180555555557,1.7798611111111111,12.887500000000001,7.5843750000000005,89.48020833333334,,,,,19.098958333333332,69.29895833333333,1.3177083333333333,101.03125,,0.0,58.168749999999996,973.4822916666667,
2023-02-12,55.267361111111114,269.0520833333333,79.90104166666667,48.875,91.06041666666665,17.275694444444444,14.723263888888889,1.4986111111111111,15.112499999999999,3.0812500000000003,18.71875,,,,,17.322916666666668,50.0875,2.076041666666667,162.01041666666666,,0.0,60.06979166666667,972.2739583333333,
2023-02-13,47.71875,238.52083333333334,58.637499999999996,47.723958333333336,73.18020833333334,14.056597222222223,14.049999999999999,1.5711805555555556,16.117708333333333,2.65625,10.344791666666667,,,,,16.555208333333333,45.30416666666667,2.9489583333333336,180.40625,,0.0,61.16354166666667,971.9520833333332,
2023-02-14,82.80208333333333,236.66666666666666,86.24652777777777,63.239236111111104,103.94340277777776,13.439583333333333,16.488541666666666,1.8416666666666668,13.633680555555555,5.579166666666667,28.427083333333332,,,,,17.664930555555557,46.853125,1.7711805555555555,222.63194444444446,,0.0,60.18645833333334,972.0611111111111,
2023-02-15,105.84375,291.0416666666667,120.92812500000001,78.70833333333333,140.48020833333334,19.22986111111111,16.797916666666666,1.9536231884057973,10.424305555555556,6.33939393939394,28.6969696969697,,,,,18.369444444444444,54.3125,1.7246527777777778,184.91319444444446,,0.0,59.63333333333333,972.4899305555555,
2023-02-16,216.9375,481.53125,150.3800925925926,113.79356060606061,195.63728070175438,23.983333333333334,24.30757575757576,2.6214285714285714,14.555952380952382,,,,,,,18.478472222222223,68.44930555555555,0.8805555555555555,76.11458333333333,,0.0,57.90972222222222,973.5083333333333,
2023-02-17,290.7604166666667,545.3541666666666,189.0390350877193,102.52291666666667,227.54416666666665,45.69291666666667,22.36086956521739,2.2315972222222222,32.54078947368421,,,,,,,18.951041666666665,70.48958333333333,0.7708333333333334,16.864583333333332,,0.0,58.546875,973.6999999999999,
2023-02-18,260.2604166666667,520.8125,216.73379629629628,129.51145833333334,245.95833333333334,51.55476190476191,24.986805555555552,2.2670138888888887,14.957575757575757,,,,,,,19.108333333333334,69.62708333333333,0.6104166666666667,21.666666666666668,,0.0,58.06979166666667,973.6260416666668,
2023-02-19,208.53125,396.15625,187.33804347826086,101.02708333333334,204.96847826086955,53.25350877192982,23.750694444444445,1.7472222222222225,22.804166666666664,,,,,,,19.386458333333334,71.49791666666667,0.8114583333333334,45.083333333333336,,0.0,58.01458333333333,973.7166666666667,
2023-02-20,175.41666666666666,359.7916666666667,151.3517361111111,98.57083333333333,178.35659722222223,52.37352941176471,24.680555555555557,1.73125,21.394791666666666,,,,,,,20.495833333333334,65.91145833333333,0.9864583333333333,64.38541666666667,,0.0,58.58645833333333,973.390625,
2023-02-21,127.66319444444444,276.40625,69.77777777777779,96.96354166666667,108.47222222222223,46.878819444444446,25.08090277777778,1.5822916666666667,15.332246376811593,,,,,,,20.7625,62.837500000000006,1.3135416666666666,154.86805555555557,,0.0,58.44861111111111,973.203125,
2023-02-22,162.44791666666666,321.0833333333333,133.6875,103.6375,163.5795138888889,44.09027777777778,25.552430555555556,1.8204861111111112,12.358333333333334,,,,,,,19.70625,67.45729166666666,0.7072916666666668,194.76041666666666,,0.0,58.29270833333334,973.4447916666667,
2023-02-23,83.47916666666667,239.58333333333334,170.08020833333333,92.21770833333333,187.728125,33.588541666666664,26.194444444444443,1.4947916666666667,12.709375,,,,,,,19.566666666666666,58.14791666666667,1.3614583333333332,226.0,,0.0,59.715624999999996,972.9,
2023-02-24,83.125,242.78125,156.86145833333333,99.74166666666667,181.85,27.045833333333334,27.461111111111112,1.5996527777777778,14.893749999999999,,,,,,,19.806250000000002,55.72708333333333,1.0322916666666666,224.66666666666666,,0.0,59.645833333333336,972.7979166666668,
2023-02-25,132.5625,340.65625,203.70486111111111,110.74097222222223,228.09444444444443,32.246180555555554,27.175694444444446,1.7538194444444446,18.053124999999998,,,,,,,19.777083333333334,61.768750000000004,0.7260416666666667,141.64583333333334,,0.0,58.690625000000004,973.1354166666666,
2023-02-26,167.70833333333334,426.4895833333333,156.8625,107.86041666666667,189.4177083333333,40.378125000000004,26.265625,1.781159420289855,25.17395833333333,,,,,,,20.255208333333332,60.00833333333333,0.7864583333333334,82.11458333333333,,0.0,58.09166666666667,973.0041666666666,
2023-02-27,157.75,364.7604166666667,146.99117647058824,103.42083333333333,192.0027777777778,42.60509259259259,26.06284722222222,1.6777777777777778,17.371875,,,,,,,20.532291666666666,59.428125,0.7614583333333332,137.78125,,0.0,57.19895833333334,973.1010416666667,
2023-02-28,118.31944444444444,291.90625,42.0625,97.33125,86.125,37.16875,29.64375,1.8489583333333333,16.357291666666665,,,,,,,20.263541666666665,58.81458333333333,0.9708333333333333,112.88541666666667,,0.0,57.76666666666667,972.9989583333332,
